CATÁLOGO DE VÁLVULAS 3B 2024,,,,,,,,,,,,,,,,,,,,
"Motor 
Engine","Aplicación 
Application","Cil 
Cyl","D
G","Nº 3B 
3B P/N","Sup Vast.   
Stem Over Size.","Ø Vástago     
Stem","Ø Cabeza      
Head","Largo Total 
Length",º,TIPO CHAV,CAB,#OE,#OE,#OE,#OE,#OE,#OE,#MORESA,#EDIVAL,
,,,,1192-E,.015,8.241,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.020,8.368,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.030,8.622,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
171  -  2.8 Lts. -  V6 - 1974-86,Capri / Mustang II / Ranger - Motor Alemán,6,G,368-AC,STD.,8.03,39.8,105.6,45º,6,C,D2RY6507A,11448522,E3TZ6507F,,,,,,Suitable for CNG             --------            Apto GAS
,,,,368-AC,.003,8.106,39.8,105.6,45º,6,C,D2RY6507A,11448522,E3TZ6507F,,,,,,
,,,,368-AC,.015,8.411,39.8,105.6,45º,6,C,D2RY6507A,11448522,E3TZ6507F,,,,,,
,,,,1368-ECP,STD.,8.004,32.2,105.6,45º,4,C,D2RY6505A,74TM6505A2A,11448894,,,,S-7138,,
,,,,1368-ECP,.003,8.08,32.2,105.6,45º,4,C,D2RY6505A,74TM6505A2A,11448894,,,,S-7138,,
,,,,1368-ECP,.015,8.385,32.2,105.6,45º,4,C,D2RY6505A,74TM6505A2A,11448894,,,,S-7138,,
171  -   2.8 Lts.  -  V6,Sierra - Motor Aleman,6,G,3076-A,STD.,8.025,42,105.6,45º,6,C,78TM-6507-AA,,,,,,,,
,,,,3076-A,.003,8.101,42,105.6,45º,6,C,78TM-6507-AA,,,,,,,,
,,,,3076-A,.015,8.406,42,105.6,45º,6,C,78TM-6507-AA,,,,,,,,
,,,,3077-E,STD.,8,36,105.6,45º,4,C,78TM-6505-AA,,,,,,,,
,,,,3077-E,.003,8.076,36,105.6,45º,4,C,78TM-6505-AA,,,,,,,,
,,,,3077-E,.015,8.381,36,105.6,45º,4,C,78TM-6505-AA,,,,,,,,
"2.8 Lts. - 2.9 Lts.
V6  - 1987-89",Sierra / Scorpio - Motor Americano,6,G,3028-AC,STD.,8.033,42,104.9,45º,6,C,86TM6507FA,E6TZ6507D,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,3028-AC,.003,8.109,42,104.9,45º,6,C,86TM6507FA,E6TZ6507D,,,,,,,
,,,,3028-AC,.015,8.414,42,104.9,45º,6,C,86TM6507FA,E6TZ6507D,,,,,,,
,,,,23028-ECP,STD.,8.009,36,105,45º,4,C,E7RY6505A,86TM6505AP,E6TZ6505A,,,,,,
,,,,23028-ECP,.003,8.085,36,105,45º,4,C,E7RY6505A,86TM6505AP,E6TZ6505A,,,,,,
,,,,23028-ECP,.015,8.39,36,105,45º,4,C,E7RY6505A,86TM6505AP,E6TZ6505A,,,,,,
172 / 192   -   1955-78,Ford Industrial - E-134 / B-172,4,G,194-A,STD.,8.685,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.005,8.812,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.010,8.939,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.015,9.006,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.030,9.447,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,3683-EB,STD.,8.661,38.35,126.5,45º,6,E,EAF6505D,,,,,,,,
183  -  3.0 Lts. - V6   -  1986-00,Aerostar / Ranger 4WD / Windstar,6,G,3020-AC,STD.,7.938,42.16,117.24,45º,4,C,E6DZ6507A,F4DZ6507A,,,,,V-9819,,
,,,,3020-AC,.003,8.014,42.16,117.24,45º,4,C,E6DZ6507A,F4DZ6507A,,,,,V-9819,,Suitable for CNG             --------            Apto GAS
,,,,3020-AC,.005,8.065,42.16,117.24,45º,4,C,E6DZ6507A,F4DZ6507A,,,,,V-9819,,
,,,,3020-AC,.015,8.319,42.16,117.24,45º,4,C,E6DZ6507A,F4DZ6507A,,,,,V-9819,,
,,,,23020-ECP,STD.,7.94,34.8,117.2,45º,4,C,E6DZ6505A,E6AE6505A2C,,,,,S-9820,,
,,,,23020-ECP,.003,8.016,34.8,117.2,45º,4,C,E6DZ6505A,E6AE6505A2C,,,,,S-9820,,
,,,,23020-ECP,.005,8.067,34.8,117.2,45º,4,C,E6DZ6505A,E6AE6505A2C,,,,,S-9820,,
,,,,23020-ECP,.015,8.321,34.8,117.2,45º,4,C,E6DZ6505A,E6AE6505A2C,,,,,S-9820,,
188 / 221  -  1970-78,Falcon Futura / Sprint - 7 Bancadas,6,G,193-A,STD.,7.883,41.9,108.2,30º,6,E,,,,,,,,1064-A,Suitable for CNG             --------            Apto GAS
,,,,193-A,.003,7.959,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,193-A,.005,8.01,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,193-A,.010,8.137,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,193-A,.015,8.264,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,193-A,.020,8.391,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,193-A,.030,8.645,41.9,108.2,30º,6,E,,,,,,,,1064-A,
,,,,1192-E,STD.,7.86,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.003,7.936,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.005,7.987,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.010,8.114,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.015,8.241,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.020,8.368,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.030,8.622,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
"3.2 Lts. - 3.9 Lts. 
4.0 Lts. INY.  -  1988~",Falcon Fairlane /EA / EB,6,G,3050-AC,STD.,8.666,47,131.15,45º,5,C,EA-6507C,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,3051-ECB,STD.,8.67,38.9,130.1,45º,5,C,EA-6505C,,,,,,,,
,,,,3055-E,STD.,8.665,41,130.05,45º,5,C,AK-3007 O/H,,,,,,,,
200 / 250  -  1977-83,Fairmont / Granada,6,G,3008-AC,STD.,7.879,44.53,108.23,45º,6,C,D7BZ-6507A,,,,,,V-9666,1604-A,
,,,,3008-AC,.015,8.26,44.53,108.23,45º,6,C,D7BZ-6507A,,,,,,V-9666,1604-A,
,,,,1192-E,STD.,7.86,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.003,7.936,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.005,7.987,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.010,8.114,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.015,8.241,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.020,8.368,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
,,,,1192-E,.030,8.622,35.3,108.2,45º,6,A,C9DZ-6505A,,,,,,S-9665,21045-E,
"200 / 250 /  3.3 / 4.1 Lts.
1969-80",Maverick ,6,G,3008-AC,STD.,7.879,44.53,108.23,45º,6,C,D7BZ-6507A,,,,,,V-9666,1604-A,
,,,,3008-AC,.015,8.26,44.53,108.23,45º,6,C,D7BZ-6507A,,,,,,V-9666,1604-A,
,,,,23008-EC,STD.,7.86,35.35,108.46,45º,6,A,E1AZ-6505A,,,,,,,,
,,,,23008-EC,.003,7.936,35.35,108.46,45º,6,A,E1AZ-6505A,,,,,,,,
,,,,23008-EC,.015,8.241,35.35,108.46,45º,6,A,E1AZ-6505A,,,,,,,,
245 - C.I - 4.0 Lts. - SOHC - Flex- 12V. - Año 1997 al 2007,Explorer- Explorer Sport Trac - Mustang - Ranger - Mercury,6,G,3978-AC,STD.,6.972,46,114.85,45º,4,C,2L2E6507AA,2LZE6507AA,F87E6507BA,F87E6507AA,,,V-7143,,
,,,,3978-AC,.015,6.972,46,114.85,45º,4,C,2L2E6507AA,2LZE6507AA,F87E6507BA,F87E6507AA,,,V-7143,,
,,,,3979-ECB,STD.,6.957,39,114.9,45º,4,C,2L2Z6505AA,2L2Z6505BA,F87E6505BA,F87E6505AA,,,S-7144,,
,,,,3979-ECB,.015,6.957,39,114.9,45º,4,C,2L2Z6505AA,2L2Z6505BA,F87E6505BA,F87E6505AA,,,S-7144,,
3.3 Lts. - 4.0 Lts. - 1976-82,Falcon / Fairlane / F100 / F500,6,G,3018-A,STD.,8.67,44,135,45º,5,C,XC-6507A,,,,,,,,
,,,,23018-EB,STD.,8.66,38.2,126.5,45º,5,E,,,,,,,,,
"V6 213 C.I., (3.5L), DOHC, GAS, FI, 24 Valve, Vin 8, C DURATEC /  T, W DURATEC",EDGE /EXPLORER / F150 / FLEX / MUSTANG / POLICE INTERCEPTOR SEDAN / POLICE INTERCEPTOR UTILITY / TAURUS / MKS / MKT / MKX / MKZ / CX-9 ,6,G,4582-AN,STD,5.486,37,97.55,45º,2,C,7T4Z6507B,CA0112111,ZZJ112111,,,,V-7123,,
,,6,G,4583-EN,STD,5.474,31,95.4,45º,2,C,AT4Z6505A,7T4Z6505A,ZZJ112121,,,,S-7124,,
,,6,G,4583-ECX,STD,5.474,31,95.4,45º,2,C,,,,,,,,,
221  -  3.6 Lts.,Maxima Economía / Falcon,6,G,367-AC,STD.,7.883,41.91,108.18,45º,6,C,88DR-6507-A,,,,,,,1087 AGNC,Suitable for CNG             --------            Apto GAS
,,,,367-AC,.005,8.01,41.91,108.18,45º,6,C,88DR-6507-A,,,,,,,1087 AGNC,
,,,,367-AC,.010,8.137,41.91,108.18,45º,6,C,88DR-6507-A,,,,,,,1087 AGNC,
,,,,367-AC,.015,8.264,41.91,108.18,45º,6,C,88DR-6507-A,,,,,,,1087 AGNC,
,,,,367-AC,.030,8.645,41.91,108.18,45º,6,C,88DR-6507-A,,,,,,,1087 AGNC,
,,,,1367-EC,STD.,7.861,37.3,108.2,45º,6,C,88DR-6505-A,,,,,,,21087-E,
,,,,1367-EC,.005,7.988,37.3,108.2,45º,6,C,88DR-6505-A,,,,,,,21087-E,
,,,,1367-EC,.010,8.115,37.3,108.2,45º,6,C,88DR-6505-A,,,,,,,21087-E,
,,,,1367-EC,.015,8.242,37.3,108.2,45º,6,C,88DR-6505-A,,,,,,,21087-E,
,,,,1367-EC,.030,8.623,37.3,108.2,45º,6,C,88DR-6505-A,,,,,,,21087-E,
"223 / 272 / 292
312   -  1956-64",F100 / F350 / F500 / F600,6 / 8,G,197-A,STD.,8.687,45.21,129.74,45º,6,C,C0AE6507J,EBP6507E,,,,,V-2056,2008 AGNC,
,,,,197-A,.005,8.814,45.21,129.74,45º,6,C,C0AE6507J,EBP6507E,,,,,V-2056,2008 AGNC,
,,,,197-A,.010,8.941,45.21,129.74,45º,6,C,C0AE6507J,EBP6507E,,,,,V-2056,2008 AGNC,
,,,,197-A,.015,9.068,45.21,129.74,45º,6,C,C0AE6507J,EBP6507E,,,,,V-2056,2008 AGNC,
,,,,197-A,.030,9.449,45.21,129.74,45º,6,C,C0AE6507J,EBP6507E,,,,,V-2056,2008 AGNC,
,,,,1195-E,STD.,8.64,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.003,8.716,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.005,8.767,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.010,8.894,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.015,9.021,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.030,9.402,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
232 - 3.8 Lts. - V6 - 1982-95,Taunus / Mustang / F100 / Windstar,6,G,3014-AC,STD.,8.684,45.26,122.9,45º,5,C,E2DZ6507A,E4AE6507A2B,E2AE6507E2D,E2AE6507D2D,,,V-9601,,
,,,,3014-AC,.003,8.76,45.26,122.9,45º,5,C,E2DZ6507A,E4AE6507A2B,E2AE6507E2D,E2AE6507D2D,,,V-9601,,
,,,,3014-AC,.015,9.065,45.26,122.9,45º,5,C,E2DZ6507A,E4AE6507A2B,E2AE6507E2D,E2AE6507D2D,,,V-9601,,
,,,,23014-EC,STD.,8.67,37.1,123.1,45º,5,C,E2DZ6505A,E9SE6505B2B,E9SZ6505A,E2AE6505DD,,,S-9582,,
,,,,23014-EC,.003,8.746,37.1,123.1,45º,5,C,E2DZ6505A,E9SE6505B2B,E9SZ6505A,E2AE6505DD,,,S-9582,,
,,,,23014-EC,.015,9.051,37.1,123.1,45º,5,C,E2DZ6505A,E9SE6505B2B,E9SZ6505A,E2AE6505DD,,,S-9582,,
232 - 3.8 Lts. - V6 - 1996-98,Taunus / Mustang / Thunderbird,6,G,3072-AC,STD.,6.985,45.2,122.85,45º,4,C,,,,,,,,,
232 / 255  - 4.2 Lts.- V6 -1996-00,Mustang / Thunderbird - Dual Port - 3.8 / 4.2 Lts.,,,3074-AC,STD.,6.985,47.3,122.85,45º,4,C,F65E6507AA,F65Z6507AA,,,,,S-7166,,
232 / 255 - V6 - 1999~,Mustang / Thunderbird - Dual Port - 3.8 / 4.2 Lts.,,,3073-ECB,STD.,6.959,37.1,123,45º,4,C,F65E6505AA,F6ZZ6505A,,,,,S-9906,,
"V8, 302 CI, (5.0L), DOHC, GAS, FI, 32 válvulas, Vin F, 99F, ""Coyote""",MUSTANG 2015-2017,8,G,4584-AC,STD,5.98,37,119.85,45º,4,C,FR3Z6507A,13489 SBI,,,,,,,
,,,,4811-EC,STD,5.965,31.85,108.6,5º0,4,C,FR3Z6505A,13449 SBI,,,,,,,
"239 / 292 / 312 - 4.5 / 4.8 / 5.1 Lts.
V8 - 1954-62",Ford F100 / F600  ,8,G,194-A,STD.,8.685,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.005,8.812,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.010,8.939,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.015,9.066,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,194-A,.030,9.447,41.8,129,45º,6,E,B4A6507A,EBU6507A,C0AE6507A1,,,,,2007 AGNC,
,,,,1195-E,STD.,8.64,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.003,8.716,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.005,8.767,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.010,8.894,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.015,9.021,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.030,9.402,38.35,129.28,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
240 / 289 / 302  - 3.9 / 4.7 / 5.0 Lts. - V8  - 1963-67,Maverick / Galaxie / Mustang,8,G,322-A,STD.,8.687,45.2,123.5,45º,6,C,C4AZ-6507A,,,,,,S-9539,1024-A,
,,,,322-A,.003,8.763,45.2,123.5,45º,6,C,C4AZ-6507A,,,,,,S-9539,1024-A,
,,,,322-A,.015,9.068,45.2,123.5,45º,6,C,C4AZ-6507A,,,,,,S-9539,1024-A,
,,,,1321-E,STD.,8.66,36.8,123.5,45º,6,C,C3AZ-6505J,,,,,,S-9504,21024-E,
,,,,1321-E,.003,8.736,36.8,123.5,45º,6,C,C3AZ-6505J,,,,,,S-9504,21024-E,
,,,,1321-E,.015,9.041,36.8,123.5,45º,6,C,C3AZ-6505J,,,,,,S-9504,21024-E,
240 - 1965-72  - 300 - 1980-84,Econoline / Club Wagon / F150 / F250,6,G,315-A,STD.,8.685,45.23,122.4,45º,6,C,C5TZ6507A,C8TE6507A,F1JE6507AA,,,,V-9660,,
,,,,315-A,.015,9.066,45.23,122.4,45º,6,C,C5TZ6507A,C8TE6507A,F1JE6507AA,,,,V-9660,,
,,,,315-A,.030,9.447,45.23,122.4,45º,6,C,C5TZ6507A,C8TE6507A,F1JE6507AA,,,,V-9660,,
,,,,1315-EP,STD.,8.69,39.7,122.35,45º,6,C,C5AE6505A,C5AE6505E,D7TE6505EA,,,,S-9661,,
"240  - 1965-74
300  - 1965-86
400  - 1965-96","E100 / E300 / Galaxie 500 / Van
E150 / E250 / F100 / F150 / F250
C5PG / 300GF - Light Duty",6,G,3010-A,STD.,8.687,45.1,122,45º,6,C,C5AZ6507A,,,,,,S-7022,1106 A,
,,,,3010-A,.003,8.763,45.1,122,45º,6,C,C5AZ6507A,,,,,,S-7022,1106 A,
,,,,3010-A,.015,9.068,45.1,122,45º,6,C,C5AZ6507A,,,,,,S-7022,1106 A,
,,,,23010-ECP,STD.,8.682,39.6,122.3,45º,6,C,D7TE6505EA,D7TE6505AA,,,,,,,
,,,,23010-ECP,.003,8.758,39.6,122.3,45º,6,C,D7TE6505EA,D7TE6505AA,,,,,,,
,,,,23010-ECP,.015,9.063,39.6,122.3,45º,6,C,D7TE6505EA,D7TE6505AA,,,,,,,
,,,,23010-ECP,.030,9.444,39.6,122.3,45º,6,C,D7TE6505EA,D7TE6505AA,,,,,,,
244  -   4.0 Lts. - V6  - 1990-97,Ranger / Explorer,6,G,3042-AC,STD.,8.034,43.45,103.95,45º,6,C,90TM6507AB,F0TZ6507A,,,,,V-9819,1568 A,
,,,,3042-A,.003,8.11,43.45,103.95,45º,6,C,FOTZ-6507-A,,,,,,V-9733,,
,,,,3042-AC,.015,8.415,43.45,103.95,45º,6,C,90TM6507AB,F0TZ6507A,,,,,V-9819,1568 A,
,,,,3043-ECP,STD.,8.008,34.55,104.1,45º,4,C,FOTZ6505A,90TM6505AB,,,,,S-9734,21568 E,
,,,,3043-ECP,.015,8.389,34.55,104.1,45º,4,C,FOTZ6505A,90TM6505AB,,,,,S-9734,21568 E,
255  -  4.2 Lts. - V8  - 1980-82,Crown Victoria / Fairmont / F100 / F150,6,G,320-AC,STD.,8.684,42.7,128.7,45º,6,C,E0SZ-6507A,,,,,,,,
,,,,320-AC,.015,9.065,42.7,128.7,45º,6,C,E0SZ-6507A,,,,,,,,
,,,,1320-EC,STD.,8.673,37.15,127.22,45º,28,A,D7DZ6505A,D5AE6505JA,D5AE6505AA,,,,S-3011,,
272 / 292 / 312 - V8 - 1956-59,Pick Up,8,G,328-A,STD.,8.69,49,129.82,45º,6,E,B7A6507A,ECR6507F,EDB6507A,,,,,6064 A,
,,,,1195-E,STD.,8.64,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.003,8.716,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.005,8.767,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.010,8.894,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.015,9.021,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
,,,,1195-E,.030,9.402,38.4,129.3,45º,6,A,C2AE6505E,C3AZ6505A,EBP3505A,,,,S-2054,22006-E,
"281  -  4.6 Lts. -  V8
16V - 1992-00",Crown Victoria / Grand Marquis / Mustang - Modular SOHC,8,G,3046-AC,STD.,6.975,44.5,117.4,45º,4,C,F1AZ-6507-A,,,,,,V-9823,,
,,,,3046-AC,.003,7.051,44.5,117.4,45º,4,C,F1AZ-6507-A,,,,,,V-9823,,
,,,,3046-AC,.005,7.102,44.5,117.4,45º,4,C,F1AZ-6507-A,,,,,,V-9823,,
,,,,3046-AC,.015,7.356,44.5,117.4,45º,4,C,F1AZ-6507-A,,,,,,V-9823,,
,,,,3047-ECB,STD.,6.953,34,117.4,45º,4,C,FIAE-6505-CC,,,,,,S-9824,,
,,,,3047-ECB,.003,7.029,34,117.4,45º,4,C,FIAE-6505-CC,,,,,,S-9824,,
,,,,3047-ECB,.005,7.08,34,117.4,45º,4,C,FIAE-6505-CC,,,,,,S-9824,,
,,,,3047-ECB,.015,7.334,34,117.4,45º,4,C,FIAE-6505-CC,,,,,,S-9824,,
"281  -  4.6 Lts.-  V8
16V - 1992-00",Crown Victoria / Grand Marquis / Mustang - Modular SOHC - GNC,8,G,3088-AX,STD.,6.985,44.5,117.4,45º,4,A,F6AZ-6507-AB,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,3089-EX,STD.,6.96,34.05,117.45,45º,4,A,F6AZ-6505-AB,,,,,,,,
"281  -  4.6 Lts. -  V8
32V - 1996-00",Mustang / Cobra - Modular DOHC,8,G,3080-AC,STD.,6.985,37,135.56,45º,4,C,F2LE6507AE,F3LY6507A,,,,,,,
,,,,3081-ECB,STD.,6.96,30,116.3,45º,4,A,F2LE6505AF,F3LY6505A,,,,,S-9908,,
281  -  4.6 Lts. 334  5.4 Lts.,Modular Triton,8,G,3538-AC,STD.,6.985,44.5,120.65,45º,4,C,XL3Z6507AA,,,,,,V-9847,,
V8  - 1997,,,,3539-ECB,STD.,6.96,35.99,118.85,45º,4,C,6W7Z6505BA,XL3Z6505AA,,,,,V-9903,,
363 C.I. - 6.0Lts. - OHV - FI - 32V. - Año 2003 - 2007,E-350 / E-450 / F-550 / F-250 / Super Duty / Club Wagon / Excursion ,8,D,3988-AC,STD.,6.955,34,128.5,30º,2,A,3C3Z6507AA,,,,,,,,
,,,,3989-EC,STD.,6.955,28,128.5,37º,2,A,3C3Z6505AA,,,,,,,,
"289 / 302  -  4.7 Lts. - 5.0 Lts.
V8  - 1963-77",Mustang / Cougar / Fairlane / F150 / F250 / Bronco,8,G,409-A,STD.,8.685,45.2,123.8,45º,6,C,C6AZ6507A,C6836505J,C7AZ6505A,,,,S-9904,,
,,,,409-A,.003,8.761,45.2,123.8,45º,6,C,C6AZ6507A,C6836505J,C7AZ6505A,,,,S-9904,,
,,,,409-A,.015,9.066,45.2,123.8,45º,6,C,C6AZ6507A,C6836505J,C7AZ6505A,,,,S-9904,,
,,,,1409-E,STD.,8.68,37,124,45º,6,A,C6AZ6505J,C70E6507J,C6AZ6505A,,,,,,
,,,,1409-E,.003,8.756,37,124,45º,6,A,C6AZ6505J,C70E6507J,C6AZ6505A,,,,,,
,,,,1409-E,.015,9.061,37,124,45º,6,A,C6AZ6505J,C70E6507J,C6AZ6505A,,,,,,
"300 - 4.9 Lts. - Inyección - 
1985-87",F100 / F300,6,G,3016-AC,STD.,8.685,45.25,120.65,45º,6,E,E5TZ6507A,F1TE6507BA,,,,,,,
,,,,3016-AC,.003,8.761,45.25,120.65,45º,6,E,E5TZ6507A,F1TE6507BA,,,,,,,
,,,,3016-AC,.015,9.066,45.25,120.65,45º,6,E,E5TZ6507A,F1TE6507BA,,,,,,,
,,,,3016-AC,.030,9.447,45.25,120.65,45º,6,E,E5TZ6507A,F1TE6507BA,,,,,,,
,,,,23016-EC,STD.,8.685,39.62,120.66,45º,6,C,E5TE6505BA,E7TE6505BA,,,,,,,
,,,,23016-EC,.003,8.761,39.62,120.66,45º,6,C,E5TE6505BA,E7TE6505BA,,,,,,,
,,,,23016-EC,.015,9.066,39.62,120.66,45º,6,C,E5TE6505BA,E7TE6505BA,,,,,,,
,,,,23016-EC,.030,9.447,39.62,120.66,45º,6,C,E5TE6505BA,E7TE6505BA,,,,,,,
"302  -  5.0 Lts.
V8  -  1968-83",Mustang / Maverick / Fairmont / F100 / F250,8,G,3007-A,STD.,8.681,45.23,128.39,45º,6,C,C9AZ6507A,C9AZ6507U,D2TZ6507A,,,,V-9649,,
,,,,3007-A,.003,8.757,45.23,128.39,45º,6,C,C9AZ6507A,C9AZ6507U,D2TZ6507A,,,,V-9649,,
,,,,3007-A,.015,9.062,45.23,128.39,45º,6,C,C9AZ6507A,C9AZ6507U,D2TZ6507A,,,,V-9649,,
,,,,3007-A,.030,9.443,45.23,128.39,45º,6,C,C9AZ6507A,C9AZ6507U,D2TZ6507A,,,,V-9649,,
,,,,23007-E ,STD.,8.674,37,128.8,45º,6,A,,,,,,,,,
,,,,23007-E ,.003,8.75,37,128.8,45º,6,A,,,,,,,,,
,,,,23007-E ,.015,9.055,37,128.8,45º,6,A,,,,,,,,,
302  -  5.0 Lts.  -  1984-91 ,Ford 302,8,G,3013-A,STD.,8.685,45.3,128.7,45º,6,C,E5ZZ-6507G,,,,,,,,
,,,,3013-A,.015,9.066,45.3,128.7,45º,6,C,E5ZZ-6507G,,,,,,,,
,,,,23013-ECP,STD.,8.67,36.8,125.5,45º,6,A,E6AZ-6505A,,,,,,V-7143,,
,,,,23013-ECP,.003,8.746,36.8,125.5,45º,6,A,E6AZ-6505A,,,,,,V-7143,,
,,,,23013-ECP,.015,9.051,36.8,125.5,45º,6,A,E6AZ-6505A,,,,,,V-7143,,
"302  - 5,0 Lts./ 351 - 5,8 Lts.
V8 - 1969-88",F100 / F150 / F250 / Mustang / Maverick / Bronco / Explorer,8,G,3012-AC,STD.,8.685,45.3,128.9,45º,6,C, D5TZ6507A,D5TZ6507A2A,E6TZ6507A, ,,,S-9848,,
,,,,3012-AC,.003,8.761,45.3,128.9,45º,6,C, D5TZ6507A,D5TZ6507A2A,E6TZ6507A, ,,,S-9848,,
,,,,3012-AC,.015,9.066,45.3,128.9,45º,6,C, D5TZ6507A,D5TZ6507A2A,E6TZ6507A, ,,,S-9848,,
,,,,23012-ECP,STD.,8.665,37,128.8,45º,6,A,D5AE6505JA,D5AE6505AA,D7DZ6505A, ,,,,,
,,,,23012-ECP,.003,8.741,37,128.8,45º,6,A,D5AE6505JA,D5AE6505AA,D7DZ6505A, ,,,,,
,,,,23012-ECP,.030,9.427,37,128.8,45º,6,A,D5AE6505JA,D5AE6505AA,D7DZ6505A, ,,,,,
"330 / 330MD - 5,4 Lts.
V8 - 1964-69
428 - V8 - 1964-77  ","C4PD / C5PD / 330GF
Serie 100/500 - Medium Duty",8,G,3004-A,STD.,9.436,44.5,137,45º,6,C,C4TZ-6507J,,,,,,,,
